"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"10737","CALIFORNIA ASSOCIATION OF WINEGRAPE GROWERS","Beer, Wine & Liquor","General Business","Wine & distilled spirits manufacturing",100,0,"#0000FFAF","#0000FFAF",2250
"10743","CALIFORNIA CATTLEMENS ASSOCIATION","Livestock","Agriculture","Livestock",0,100,"#FF0000AF","#FF0000AF",12300
"10749","CALIFORNIA CORRECTIONAL SUPERVISORS ORGANIZATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",41.9354838709677,58.0645161290323,"#2E0000AF","#2E0000AF",9300
"10751","CALIFORNIA COMPENSATION DEFENSE ATTORNEYS ASSOCIATION","Civil Servants/Public Officials","Government Agencies/Education/Other","Courts & justice system",44.6808510638298,55.3191489361702,"#1F0000AF","#1F0000AF",23500
"10753","CALIFORNIA DENTAL HYGIENISTS ASSOCIATION","Health Professionals","Health","Dentists",100,0,"#0000FFAF","#0000FFAF",12000
"10754","CALIFORNIA DERMATOLOGY SOCIETY","Health Professionals","Health","Other physician specialists",70,30,"#000066AF","#000066AF",5000
"10761","CALIFORNIA GRAIN & FEED ASSOCIATION","Livestock","Agriculture","Feedlots & related livestock services",16.2790697674419,83.7209302325581,"#AD0000AF","#AD0000AF",17200
"10764","CALIFORNIA INDEPENDENT OIL MARKETERS ASSOCIATION","Oil & Gas","Energy & Natural Resources","Gasoline service stations",36.7383512544803,63.2616487455197,"#470000AF","#470000AF",27900
"10765","CALIFORNIA INDEPENDENT PETROLEUM ASSOCIATION","Oil & Gas","Energy & Natural Resources","Petroleum refining & marketing",17.3719376391982,82.6280623608018,"#A80000AF","#A80000AF",44900
"10766","CALIFORNIA LAND & TITLE ASSOCIATION","Real Estate","Finance, Insurance & Real Estate","Title insurance & title abstract offices",57.1428571428571,42.8571428571429,"#000024AF","#000024AF",10500
"10769","CALIFORNIA LEAGUE OF FOOD PROCESSORS","Food Processing & Sales","Agriculture","Food & beverage products and services",39.7590361445783,60.2409638554217,"#380000AF","#380000AF",8300
"10770","CALIFORNIA LIST","Abortion Policy","Ideology/Single Issue","Abortion policy, pro-choice",100,0,"#0000FFAF","#0000FFAF",5900
"10774","CALIFORNIA MOBILE HOME PARK OWNERS ALLIANCE","Real Estate","Finance, Insurance & Real Estate","Mobile home dealers & parks",0,100,"#FF0000AF","#FF0000AF",5000
"10775","CALIFORNIA MORTGAGE BANKERS ASSOCIATION","Real Estate","Finance, Insurance & Real Estate","Mortgage bankers & brokers",50.140056022409,49.859943977591,"#000000AF","#000000AF",35700
"10777","CALIFORNIA NEVADA SOFT DRINK ASSOCIATION","Food & Beverage","General Business","Beverages (non-alcoholic)",38.8888888888889,61.1111111111111,"#3D0000AF","#3D0000AF",18000
"10778","CALIFORNIA NEW CAR DEALERS ASSOCIATION","Automotive","Transportation","Auto dealers, new & used",58.0201649862511,41.9798350137489,"#000029AF","#000029AF",109100
"10782","CALIFORNIA PHYSICAL THERAPY ASSOCIATION","Health Professionals","Health","Other non-physician health practitioners",28.6312849162011,71.3687150837989,"#700000AF","#700000AF",35800
"10785","CALIFORNIA PROFESSIONAL ASSOCIATION OF SPECIALTY CONTRACTORS","General Contractors","Construction","Builders associations",0,100,"#FF0000AF","#FF0000AF",5000
"10787","CALIFORNIA STATE PSYCHOLOGICAL ASSOCIATION","Health Professionals","Health","Psychiatrists & psychologists",100,0,"#0000FFAF","#0000FFAF",2500
"10790","CALIFORNIA RADIOLOGICAL SOCIETY","Health Professionals","Health","Other physician specialists",58.974358974359,41.025641025641,"#000029AF","#000029AF",19500
"10792","CALIFORNIA RETAILERS ASSOCIATION","Retail Sales","General Business","Retail trade",62.4120206358007,37.5879793641993,"#00003DAF","#00003DAF",10641.7
"10793","CALIFORNIA RICE INDUSTRY ASSOCIATION","Crop Production & Basic Processing","Agriculture","Other commodities (including rice, peanuts, honey)",64.1210555585455,35.8789444414545,"#000047AF","#000047AF",11148.6
"10794","CALIFORNIA SKI INDUSTRY ASSOCIATION","Recreation & Live Entertainment","General Business","Amusement & recreation centers",57.9710144927536,42.0289855072464,"#000024AF","#000024AF",6900
"10796","CALIFORNIA STAFFING PROFESSIONALS","Business Services","General Business","Employment agencies",40,60,"#330000AF","#330000AF",5000
"10797","CALIFORNIA STEEL INDUSTRIES","Steel","Energy & Natural Resources","Steel manufacturing",0,100,"#FF0000AF","#FF0000AF",8000
"10807","CALIFORNIA WATER PAC","Water Utilities","Energy & Natural Resources","Water utilities",40,60,"#330000AF","#330000AF",5000
"10819","CALIFORNIANS FOR JOBS & A STRONG ECONOMY","Other/Single Issue Groups","Ideology/Single Issue","Other single-issue or ideological groups",100,0,"#0000FFAF","#0000FFAF",23400
"1084","GENERAL ELECTRIC","Miscellaneous Finance, Insurance & Real Estate","Finance, Insurance & Real Estate","Finance, insurance & real estate",18.7898089171975,81.2101910828026,"#A30000AF","#A30000AF",31400
"10852","CAN MANUFACTURERS INSTITUTE","Miscellaneous Manufacturing & Distributing","General Business","Metal cans & containers",70,30,"#000066AF","#000066AF",20000
"1087","GENERAL MOTORS","Automotive","Transportation","Auto manufacturers",18.1818181818182,81.8181818181818,"#A30000AF","#A30000AF",5500
"10893","CARE AMBULANCE SERVICES","Health Services","Health","Health care services",0,100,"#FF0000AF","#FF0000AF",5000
"1095","GENWORTH FINANCIAL","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",3000
"11015","CHAVEZ & GERTLER","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",100,0,"#0000FFAF","#0000FFAF",2100
"11024486","PLUMBERS & STEAMFITTERS LOCAL 403","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",4500
"11026082","CALIFORNIA INDEPENDENT TELEPHONE ASSOCIATION","Telecom Services & Equipment","Communications & Electronics","Telecommunications",53.4090909090909,46.5909090909091,"#00000FAF","#00000FAF",35200
"11065","CHUKCHANSI ECONOMIC DEVELOPMENT AUTHORITY","Gambling & Casinos","General Business","Indian gaming",75.4166666666667,24.5833333333333,"#00007FAF","#00007FAF",24000
"11105","CIVIL JUSTICE ASSOCIATION OF CALIFORNIA","Business Associations","General Business","Pro-business organizations",63.0645292465317,36.9354707534683,"#000042AF","#000042AF",33567.57
"11128","CLEAN ENERGY FUELS CORP","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",100,0,"#0000FFAF","#0000FFAF",6500
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",83.3333333333333,16.6666666666667,"#0000A8AF","#0000A8AF",6000
"11222","COLLATERAL LOAN & SECONDHAND DEALERS ASSOCIATION","Payday/Title Loans","Finance, Insurance & Real Estate","Payday/Title Loans",0,100,"#FF0000AF","#FF0000AF",7000
"11291","COMMUNITY LOANS OF AMERICA","Payday/Title Loans","Finance, Insurance & Real Estate","Payday/Title Loans",25,75,"#800000AF","#800000AF",8000
"113147","RICARDO LARA CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",7800
"11335","CONSTRUCTION EMPLOYERS ASSOCIATION","General Contractors","Construction","Builders associations",53.8461538461538,46.1538461538462,"#00000FAF","#00000FAF",26000
"11343","CONSUMER SPECIALTY PRODUCTS ASSOCIATION","Chemical & Related Manufacturing","General Business","Household cleansers & chemicals",100,0,"#0000FFAF","#0000FFAF",2000
"11368","COPART","Automotive","Transportation","Auto dealers, new & used",33.8983050847458,66.1016949152542,"#570000AF","#570000AF",11800
"11410","COVANTA ENERGY","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",68.9189189189189,31.0810810810811,"#00005CAF","#00005CAF",18500
"11411","COVENANT CARE","Hospitals & Nursing Homes","Health","Nursing homes",26.3157894736842,73.6842105263158,"#7A0000AF","#7A0000AF",19000
"11432","CR&R WASTE & RECYCLING","Waste Management","Energy & Natural Resources","Waste management",0,100,"#FF0000AF","#FF0000AF",4750
"1146","GREEN DIAMOND RESOURCE CO","Forestry & Forest Products","Agriculture","Timber companies, sawmills, & others engaged in cutting down trees",42.8571428571429,57.1428571428571,"#290000AF","#290000AF",7000
"1147","GREENBERG TRAURIG LLP","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",37.7358490566038,62.2641509433962,"#420000AF","#420000AF",26500
"11470","CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",92.818671454219,7.18132854578097,"#0000D6AF","#0000D6AF",55700
"11511","DAIICHI SANKYO","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",35.0515463917526,64.9484536082474,"#4D0000AF","#4D0000AF",9700
"11513","DAIRYMANS LAND O LAKES","Dairy","Agriculture","Dairy farmers & wholesale and retail milk, cheese and ice cream dealers",0,100,"#FF0000AF","#FF0000AF",4500
"116","AMERICAN CHEMISTRY COUNCIL","Chemical & Related Manufacturing","General Business","Chemicals",53.3333333333333,46.6666666666667,"#00000FAF","#00000FAF",22500
"11659","DENTISTS INSURANCE CO","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",100,0,"#0000FFAF","#0000FFAF",5900
"11860","DISH NETWORK","Telecom Services & Equipment","Communications & Electronics","Telecommunications",35.2941176470588,64.7058823529412,"#4D0000AF","#4D0000AF",8500
"11878","EDUCATION MANAGEMENT CORP","Education","Government Agencies/Education/Other","Education",53.8461538461538,46.1538461538462,"#00000FAF","#00000FAF",13000
"11881","EDVOICE","Other/Single Issue Groups","Ideology/Single Issue","Other single-issue or ideological groups",37.5,62.5,"#420000AF","#420000AF",9600
"119","AMERICAN COLLEGE OF EMERGENCY PHYSICIANS","Health Professionals","Health","Other physician specialists",100,0,"#0000FFAF","#0000FFAF",13000
"11932","EMS MANAGEMENT","Health Services","Health","Health care services",41.7563941771926,58.2436058228074,"#2E0000AF","#2E0000AF",10301.56
"11942","ENGINEERING & UTILITY CONTRACTORS ASSOCIATION","General Contractors","Construction","Builders associations",70.2380952380952,29.7619047619048,"#000066AF","#000066AF",16800
"11956032","GENON ENERGY","Electric Utilities","Energy & Natural Resources","Independent power generation & cogeneration",100,0,"#0000FFAF","#0000FFAF",4650
"1198","HARTFORD FINANCIAL SERVICES","Insurance","Finance, Insurance & Real Estate","Insurance agencies, brokers & agents",57.1984435797665,42.8015564202335,"#000024AF","#000024AF",25700
"12001401","ANTHONY CANNELLA CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",7800
"12036960","MEDLMMUNE BIOLOGICS INC","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",40,60,"#330000AF","#330000AF",2500
"120692","WESTCHESTER DEMOCRATIC CLUB","Party Committees","Party","Democratic Party committees",100,0,"#0000FFAF","#0000FFAF",200
"1210","HENNINGSON DURHAM & RICHARDSON / HDR","Construction Services","Construction","Engineering, architecture & construction management services",54.0540540540541,45.945945945946,"#000014AF","#000014AF",925
"121071","SIERRA CLUB LOS ANGELES CHAPTER","Pro-Environmental Policy","Ideology/Single Issue","Environmental policy",100,0,"#0000FFAF","#0000FFAF",13400
"1212","HEALTH NET INC","Health Services","Health","HMOs",30.2180685358255,69.7819314641744,"#660000AF","#660000AF",32100
"12225560","SKINNER CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",1000
"12225586","LUIS ALEJO CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",3000
"12225618","PRICE FOR SENATE 2014","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",15600
"12249","FORESTS FOREVER","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",1000
"12265","FOSTER POULTRY FARMS","Poultry & Eggs","Agriculture","Poultry & eggs",47.0588235294118,52.9411764705882,"#0F0000AF","#0F0000AF",8500
"12321675","TAX CREDIT COMPANY INC","Uncoded","Uncoded","Uncoded",20.4081632653061,79.5918367346939,"#990000AF","#990000AF",4900
"1233","HEWLETT PACKARD","Electronics Manufacturing & Services","Communications & Electronics","Electronics manufacturing & services",64.6798309024029,35.3201690975971,"#000047AF","#000047AF",54643
"124248","BOYETT PETROLEUM","Oil & Gas","Energy & Natural Resources","Petroleum refining & marketing",40,60,"#330000AF","#330000AF",2500
"12501","GOLDEN STATE WATER CO","Water Utilities","Energy & Natural Resources","Water utilities",27.7777777777778,72.2222222222222,"#750000AF","#750000AF",5400
"1252","HNTB CORP","Construction Services","Construction","Engineering, architecture & construction management services",100,0,"#0000FFAF","#0000FFAF",2050
"12521","GOOGLE","Computer Equipment & Services","Communications & Electronics","Online computer services",62.655601659751,37.344398340249,"#00003DAF","#00003DAF",24100
"12562","GRANVILLE MANAGEMENT","Business Services","General Business","Business services",1.89393939393939,98.1060606060606,"#FA0000AF","#FA0000AF",13200
"1259","HOLLAND & KNIGHT","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",100,0,"#0000FFAF","#0000FFAF",3500
"12600","GREENE BROILLET & WHEELER","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",100,0,"#0000FFAF","#0000FFAF",12960.02
"1261","HOME DEPOT","Retail Sales","General Business","Hardware & building materials stores",100,0,"#0000FFAF","#0000FFAF",4500
"12623","GROCERY MANUFACTURERS ASSOCIATION","Food Processing & Sales","Agriculture","Food & kindred products manufacturing",60,40,"#000033AF","#000033AF",2500
"12663","GWF POWER SYSTEMS","Electric Utilities","Energy & Natural Resources","Electric power utilities",86.4864864864865,13.5135135135135,"#0000B8AF","#0000B8AF",9250
"1269570","INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES / IUPAT","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",24650
"127582","K H (KATCHO) ACHADJIAN CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",4000
"12867","HMS HOLDINGS CORP","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",50,50,"#000000AF","#000000AF",4000
"12936","HOROWITZ BROTHERS 1975 TRUST","Real Estate","Finance, Insurance & Real Estate","Real estate developers & subdividers",0,100,"#FF0000AF","#FF0000AF",5000
"129443","RINCON BAND OF LUISENO MISSION INDIANS OF THE RINCON RESERVATION","Tribal Governments","Government Agencies/Education/Other","Native American tribes & governing units",38.4615384615385,61.5384615384615,"#3D0000AF","#3D0000AF",6500
"12970","HOWARD JARVIS TAXPAYERS ASSOCIATION","Tax Issues","Ideology/Single Issue","Fiscal & tax policy",0,100,"#FF0000AF","#FF0000AF",48000
"130279","CALIFORNIA SPEECH-LANGUAGE-HEARING ASSOCIATION","Health Professionals","Health","Other non-physician health practitioners",50,50,"#000000AF","#000000AF",2000
"131","AMERICAN EXPRESS","Miscellaneous Finance, Insurance & Real Estate","Finance, Insurance & Real Estate","Finance, insurance & real estate",50,50,"#000000AF","#000000AF",2000
"131146","PACIFIC LA MARINE TERMINAL LLC","Uncoded","Uncoded","Uncoded",50,50,"#000000AF","#000000AF",2000
"131469","WOMENS POLITICAL CMTE","Women's Issues","Ideology/Single Issue","Women's issues",100,0,"#0000FFAF","#0000FFAF",39000
"132","AMERICAN FAMILY LIFE ASSURANCE CO / AFLAC","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",57.1428571428571,42.8571428571429,"#000024AF","#000024AF",7000
"13230","JACK IN THE BOX","Food & Beverage","General Business","Restaurants & drinking establishments",22.2222222222222,77.7777777777778,"#8F0000AF","#8F0000AF",9000
"1325","INTEL CORP","Computer Equipment & Services","Communications & Electronics","Computer manufacture & services",100,0,"#0000FFAF","#0000FFAF",8800
"13277","JELLY BELLY CANDY","Food & Beverage","General Business","Confectionary processors & manufacturers",2.48756218905473,97.5124378109453,"#F50000AF","#F50000AF",10050
"1328786","GROUP DELTA CONSULTANTS","Construction Services","Construction","Engineering, architecture & construction management services",62.5,37.5,"#00003DAF","#00003DAF",800
"13315","JOHNSON MACHINERY","Building Materials & Equipment","Construction","Construction equipment",0,100,"#FF0000AF","#FF0000AF",18764.27
"1338","INTERNATIONAL PAPER","Forestry & Forest Products","Agriculture","Paper & pulp mills and paper manufacturing",66.6666666666667,33.3333333333333,"#000052AF","#000052AF",6750
"13473704","REPUBLIC URBAN PROPERTIES","Real Estate","Finance, Insurance & Real Estate","Real estate agents & managers",100,0,"#0000FFAF","#0000FFAF",2000
"13474118","MIDLAND CREDIT MANAGEMENT","Miscellaneous Finance","Finance, Insurance & Real Estate","Financial services & consulting",86.013986013986,13.986013986014,"#0000B8AF","#0000B8AF",14300
"13474726","WEST COAST UNIVERSITY","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",3000
"13474733","BRAVO AG GROUP","Uncoded","Uncoded","Uncoded",39.0625,60.9375,"#380000AF","#380000AF",6400
"13474784","S & F MANAGEMENT COMPANY LLC","Uncoded","Uncoded","Uncoded",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",9000
"13474793","CARBONLITE INDUSTRIES LLC","Uncoded","Uncoded","Uncoded",75,25,"#00007FAF","#00007FAF",6000
"13475396","SHANNON GROVE FOR ASSEMBLY 2012","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",7500
"13476453","BLANCA E RUBIO CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",23400
"13476515","PALM COMMUNITIES","Uncoded","Uncoded","Uncoded",66.6666666666667,33.3333333333333,"#000052AF","#000052AF",1500
"13476681","BRITTON TRUCKING CO","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",3000
"13477497","CALIFORNIA TRAILBLAZERS","Conservative Policy Organization","Ideology/Single Issue","Republican-based groups (but not official party committees) and generic conservative ones",0,100,"#FF0000AF","#FF0000AF",1509.72
"13722","LOCAL SOCIETIES OF THE CALIFORNIA OPTOMETRIC ASSOCIATION","Health Professionals","Health","Optometrists & ophthalmologists",81.042654028436,18.957345971564,"#00009EAF","#00009EAF",31650
"13739","LONG BEACH POLICE OFFICERS ASSOCIATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",100,0,"#0000FFAF","#0000FFAF",2000
"13753","LOS ANGELES COLLEGE FACULTY GUILD LOCAL 1521","Public Sector Unions","Labor","Teachers unions",100,0,"#0000FFAF","#0000FFAF",14900
"13757","LOS ANGELES POLICE PROTECTIVE LEAGUE","Public Sector Unions","Labor","Police & fire fighters unions and associations",47.2972972972973,52.7027027027027,"#0F0000AF","#0F0000AF",7400
"13779334","AIA SURETY","Miscellaneous Finance","Finance, Insurance & Real Estate","Bail Bond Services",0,100,"#FF0000AF","#FF0000AF",750
"13779336","ABSOLUTE BONDING CORP","Miscellaneous Finance","Finance, Insurance & Real Estate","Bail Bond Services",45.4545454545455,54.5454545454545,"#1A0000AF","#1A0000AF",2750
"13796835","LIFEHOUSE HOLDINGS LLC","Uncoded","Uncoded","Uncoded",20,80,"#990000AF","#9E0000AF",10000
"137981","MARTIN A HARMON & AUBURN MANOR HOLDING CORPORATION","Real Estate","Finance, Insurance & Real Estate","Real estate developers & subdividers",9.43396226415094,90.5660377358491,"#D10000AF","#D10000AF",2650
"13801973","TAX FIGHTERS FOR ANDERSON SENATE 2014","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",19500
"13811363","ALEX & FAYE SPANOS FAMILY TRUST","Real Estate","Finance, Insurance & Real Estate","Real estate developers & subdividers",7.8125,92.1875,"#DB0000AF","#DB0000AF",6400
"13817","LUMBER ASSOCIATION OF CALIFORNIA & NEVADA","Forestry & Forest Products","Agriculture","Timber companies, sawmills, & others engaged in cutting down trees",60,40,"#000033AF","#000033AF",2500
"13825","LUXOTTICA GROUP","Health Services","Health","Optical services (glasses & contact lenses)",54.7727272727273,45.2272727272727,"#000014AF","#000014AF",44000
"139350","CALIFORNIA STATE COUNCIL UNITE HERE!","General Trade Unions","Labor","Other unions",100,0,"#0000FFAF","#0000FFAF",14000
"1396","JOHN DEERE & CO","Agricultural Services & Products","Agriculture","Farm machinery & equipment",71.4285714285714,28.5714285714286,"#00006BAF","#00006BAF",14000
"139714","EQUALITY CALIFORNIA PAC","Gay/Lesbian Rights & Issues","Ideology/Single Issue","Gay & lesbian rights and issues",100,0,"#0000FFAF","#0000FFAF",6500
"14","ABBOTT LABORATORIES","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",33.6842105263158,66.3157894736842,"#570000AF","#570000AF",57000
"14087","MEDICAL INSURANCE EXCHANGE OF CALIFORNIA","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",73.6559139784946,26.3440860215054,"#000075AF","#000075AF",18600
"14277","MITSUBISHI CEMENT CORP","Building Materials & Equipment","Construction","Stone, clay, glass & concrete products",5.23560209424084,94.7643979057592,"#E60000AF","#E60000AF",19100
"1440","KINDRED HEALTHCARE","Hospitals & Nursing Homes","Health","Nursing homes",20,80,"#990000AF","#9E0000AF",15000
"14428","NATIONAL WOMENS POLITICAL CAUCUS OF CALIFORNIA","Women's Issues","Ideology/Single Issue","Women's issues",100,0,"#0000FFAF","#0000FFAF",2250
"14433","NBC UNIVERSAL","TV & Movie Production/Distribution","Communications & Electronics","Broadcasting & motion pictures",47.2972972972973,52.7027027027027,"#0F0000AF","#0F0000AF",7400
"145","AMERICAN INSURANCE ASSOCIATION","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",47.5285171102662,52.4714828897338,"#0F0000AF","#0F0000AF",26300
"1457","KOCH INDUSTRIES","Chemical & Related Manufacturing","General Business","Chemicals",16.8067226890756,83.1932773109244,"#AD0000AF","#AD0000AF",11900
"1465","KPMG LLP","Accountants","Finance, Insurance & Real Estate","Accountants",23.5294117647059,76.4705882352941,"#8A0000AF","#8A0000AF",17000
"14650","NOSSAMAN GUNTHER KNOX & ELLIOTT","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",62,38,"#00003DAF","#00003DAF",25000
"1466","KRAFT FOODS","Food Processing & Sales","Agriculture","Food & kindred products manufacturing",56.3941299790356,43.6058700209644,"#00001FAF","#00001FAF",47700
